"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","LeadSource","Name","NextStep","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type"
032266ce-cf46-4335-98d3-4728fc24232f,"#N/A",72395.0,2023-10-03,"#N/A","#N/A",Omitted,"#N/A",Fiveclub - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A"
0327d125-baeb-4da8-aa93-d836ae249c07,9aadfe83-ecb6-47a6-af5b-4f9204c58513,18050.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Voomm - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
0333f136-6586-46b1-95b0-0d4793abe09c,"#N/A",75000.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Photolist - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
03438c8f-e792-43e3-bb5f-db7d99abeb63,"#N/A",72395.0,2024-04-17,"#N/A","#N/A",Pipeline,"#N/A",Quimm - SOW 2,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A"
034d044b-dc3c-4372-afdd-00cc292eb549,"#N/A",72395.0,2023-10-03,"#N/A","#N/A",Omitted,"#N/A",Mynte - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A"
0350488b-2bfb-4d4d-8f74-44901efaf6cb,"#N/A",75000.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Wikibox - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
035cb01c-1b34-4418-954b-5cd30714ccb1,"#N/A",18350.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Buzzbean - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
036e55e6-b9e1-43b3-ab1b-894bba7707ca,ac60ca15-fa06-456a-a164-ed9712079a23,100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Feedbug - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
03711bce-ba05-432a-9f5f-eac3d64b9cc6,63367632-c2ea-4458-8c04-e7f01fec7452,123.0,2022-02-23,"#N/A","#N/A",Pipeline,"#N/A",opp,"#N/A",20.0,false,false,"#N/A",false,"#N/A",false,Needs Analysis,"#N/A"
03768ec7-0583-4504-b454-59b7ef1034d5,13a49e92-6430-43d4-9c00-53a889d663cc,37400.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Twitterwire - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
03867762-3ae6-481f-9730-5692917675b2,"#N/A",11550.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Kwideo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
038ab827-99f5-43f0-a49e-796b6aebfb0e,"#N/A",29995.0,2023-12-04,"#N/A","#N/A",Closed,"#N/A",Pixonyx - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
03c3bc10-a933-4420-9d14-5d2b7708d1a1,"#N/A",100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Fiveclub - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
03c87ba2-bb5f-4d49-a69c-c19648f7ceb7,"#N/A",32395.00000002,2024-04-15,"#N/A","#N/A",Closed,"#N/A",Skalith - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
03cec173-97ed-4c53-b32b-27d0816b2909,"#N/A",18350.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Thoughtmix - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
03ef05c4-c3b8-483b-943f-4c34eb322c33,"#N/A",72395.0,2024-04-23,"#N/A","#N/A",Pipeline,"#N/A",Dabfeed - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A"
03f2053c-03b1-4bdc-8588-f09783f9820f,49653fb5-154c-4d45-a89f-0d519526158a,100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Trunyx - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
042212cd-307f-4756-8e1a-74ba7bdc0c8f,721c7a7c-6507-4373-beac-90c060212aa9,100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Browseblabc-Morales Corp. - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
042460b6-b389-4b84-ae00-38690284378d,"#N/A",100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Browseblabc-Morales Corp. - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
04262f40-4d36-4049-b6fb-f6c772e953c5,b13d5aeb-d27a-4177-9f8c-e5631311a855,100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Dynazzy - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
044a45b4-988f-423b-a0b1-319a5009936a,7f66b59f-9abc-49fd-acf9-651d75fd9409,32395.00000002,2024-02-16,"#N/A","#N/A",Closed,"#N/A",Realbridge - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
045f46f0-2e1a-4161-afcd-ea292301456e,"#N/A",32395.00000002,2024-02-16,"#N/A","#N/A",Closed,"#N/A",Browsedrive - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
0463b6a0-14a0-44c9-94a3-b745e71f55ed,234f1e80-1419-42a4-a1f3-ce66ac51ae32,29995.0,2023-12-04,"#N/A","#N/A",Closed,"#N/A",Roomm - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
0471e7d1-6c24-406c-b624-dc81c3b22159,"#N/A",72395.0,2024-04-23,"#N/A","#N/A",Pipeline,"#N/A",Vitz - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A"
04878e67-b392-47c9-b4ff-ff63b1ebad59,"#N/A",51495.0,2024-02-25,"#N/A","#N/A",Pipeline,"#N/A",Twiyo - Additional Sale,"#N/A",60.0,false,false,"#N/A",false,"#N/A",false,Id. Decision Makers,"#N/A"
0498a6c5-628e-4f61-bfaf-4150523806c4,0256788a-f0ca-4172-b29d-6e29d4b14857,34350.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Eadel - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
049b0764-7a77-46d3-b7b8-e5452a04ab2c,"#N/A",18350.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Skinte - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
05310441-d353-4cf5-b6dd-118e585de7e6,"#N/A",32395.00000002,2024-04-15,"#N/A","#N/A",Closed,"#N/A",Devcast - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
056f9ab7-0cb4-4cd6-a081-ae2301f91bd1,"#N/A",32395.00000002,2024-04-02,"#N/A","#N/A",Closed,"#N/A",Wikizz - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
0570fc10-d9ea-48f7-bc5d-9e7b80b3eb3d,"#N/A",72395.0,2023-10-03,"#N/A","#N/A",Omitted,"#N/A",Dynazzy - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A"
0573a4eb-b051-4595-8f2f-f849551c473d,"#N/A",32395.00000002,2024-02-16,"#N/A","#N/A",Closed,"#N/A",Pixoboo - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
05813ba2-5f5c-4af4-b064-af3610887d61,"#N/A",100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Tazzy - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
05cb99ff-82d8-4eaf-9c7a-8e5c3758c04c,e5535f2a-1f31-4531-bba3-ab9fb3d061b4,34995.0,2024-02-19,"#N/A","#N/A",Pipeline,"#N/A",Skinte - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A"
05dc72d4-1e8f-4eb7-92dc-cf001ace947e,"#N/A",74395.0,2024-02-22,"#N/A","#N/A",Pipeline,"#N/A",Tagopia - Initial Sale,"#N/A",20.0,false,false,"#N/A",false,"#N/A",false,Needs Analysis,"#N/A"
05ea50b4-b51b-4bb6-9b69-9be15e9f157e,"#N/A",32395.00000002,2024-02-16,"#N/A","#N/A",Closed,"#N/A",Plambee - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
05fe9a39-19e8-4ae9-88ed-83614f201218,"#N/A",99835.0,2024-04-21,"#N/A","#N/A",Pipeline,"#N/A",Twitterwire - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
060bb29f-368e-4fd8-b42a-1becaea38d64,"#N/A",74395.0,2024-04-23,"#N/A","#N/A",Pipeline,"#N/A",Kwimbee - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A"
0636d0f6-e88d-4a03-8efa-e3614302f98f,"#N/A",100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Vitz - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
063afc0c-50c9-4fe0-b3d0-34acafa5c132,"#N/A",18050.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Quinu - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
065f8434-c583-45b5-b061-38383f2e8379,"#N/A",32395.00000002,2024-02-16,"#N/A","#N/A",Closed,"#N/A",Edgeclub - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
06acd766-2e0a-41ef-a372-85ebc424470f,"#N/A",72395.0,2024-04-23,"#N/A","#N/A",Pipeline,"#N/A",Realcube - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A"
06cea5fa-e097-4e82-9fe7-ab563fa011e2,73c86d35-b1f1-4a47-86e6-2e8859fdd52e,32395.00000002,2024-02-16,"#N/A","#N/A",Closed,"#N/A",Eamia - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
06e86b26-af86-4574-856e-e3d55fdcdba8,"#N/A",32395.00000002,2024-04-15,"#N/A","#N/A",Closed,"#N/A",Centimia - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
074560f4-a140-4eab-a22c-98646e708fe0,d5aa3dd6-84e2-4fdf-beab-905321e73f91,72395.0,2023-10-03,"#N/A","#N/A",Omitted,"#N/A",Tazzy - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A"
07512259-50e5-4de7-b9bb-5b138a56776a,"#N/A",32395.00000002,2024-02-16,"#N/A","#N/A",Closed,"#N/A",Yamia - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
07596ab6-de26-475e-9e4a-0fe297dd2778,"#N/A",18050.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Voomm - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
075dd3eb-fdda-4633-b3df-0c09489df33a,"#N/A",72395.0,2024-04-23,"#N/A","#N/A",Pipeline,"#N/A",Dabfeed - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A"
076631b0-e872-4608-ac01-a979cdb891dd,7f66b59f-9abc-49fd-acf9-651d75fd9409,11550.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Realbridge - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
0781a58b-4d64-415e-b9da-d09bdf2a82e1,"#N/A",11550.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Tavu - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
079a617e-a35b-42a6-a87b-f870e7d92bb5,"#N/A",100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Skinte - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
07c3053b-d453-421a-8c0a-618fffe3a312,"#N/A",75650.0,2024-02-19,"#N/A","#N/A",Pipeline,"#N/A",Skyvu - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A"
07cd3f3d-1e65-4f7c-a892-c56364f7a2ab,"#N/A",72395.0,2023-10-03,"#N/A","#N/A",Omitted,"#N/A",Topicshots - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A"
07da36c2-00cc-4ac5-8952-471a17077818,"#N/A",100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Divavu - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
08156cda-9b95-42c1-bbe2-c7c47370d17d,"#N/A",72395.0,2023-10-03,"#N/A","#N/A",Omitted,"#N/A",Edgeclub - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A"
082423ad-60e4-4968-b295-163d52fffeca,4545c68e-3d88-470d-9a03-9f7bf0ad5c0f,100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Avaveo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
08298b3b-99ed-4599-b447-e449344ed676,"#N/A",32395.00000002,2024-02-16,"#N/A","#N/A",Closed,"#N/A",Dynava - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
084f6c5a-5930-441b-bf05-7adedb30e4bf,"#N/A",11550.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Zoomlounge - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
0850f5f4-be6c-41fb-9a59-51464118f2ce,"#N/A",34995.0,2023-12-24,"#N/A","#N/A",Pipeline,"#N/A",Dynava - Additional Sale,"#N/A",70.0,false,false,"#N/A",false,"#N/A",false,Perception Analysis,"#N/A"
0887b35b-4eb7-463e-853e-26138117dfa3,"#N/A",11550.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Trudoo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
0894fb2c-edf1-478b-84ec-d0a511a7cdec,"#N/A","#N/A",2024-04-18,"#N/A","#N/A",Pipeline,"#N/A",Blognation - New Sale,"#N/A",70.0,false,false,"#N/A",false,"#N/A",false,Perception Analysis,"#N/A"
0920d169-9080-4ddb-a7cd-1ccf30589184,"#N/A",72395.0,2024-05-02,"#N/A","#N/A",Pipeline,"#N/A",Quimm - SOW 1,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A"
0995ebf7-5ddb-4368-9a77-8d0e417ae7ee,"#N/A",32395.00000002,2024-02-16,"#N/A","#N/A",Closed,"#N/A",Kwideo - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
099f7d20-d1a3-4521-93c4-220227ec32b4,146a584a-1da2-436c-955f-b268acc83adf,11550.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Meeveo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
09ca7030-660b-4756-8e1d-4552749787ab,"#N/A",100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Zoonoodle - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
09e93e45-73aa-4306-8bdf-587b422e3e1f,"#N/A",11250.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Dabfeed - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
09ed6c9c-2fd7-4586-bbb5-defa7a8d6fcb,"#N/A",72395.0,2023-10-03,"#N/A","#N/A",Omitted,"#N/A",Zoomcast - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A"
0a0d651e-2a7f-4799-af5f-05522bf65319,"#N/A",75000.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Podcat - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
0a1c9734-e1ab-4806-b604-bb4dc1b48e2c,a13859df-d35d-4932-b8a3-13034b5262b5,34249.0,2024-05-18,"#N/A","#N/A",Closed,"#N/A",Camimbo - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
